Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fare Revenues per Unlinked Passenger Trip,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,Cost per Hour,Cost per Hour Questionable,Passengers per Vehicle Revenue Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable
St Martin Council on Aging,Saint Martinville,LA,60195,Area Agency on Aging,Rural Reporter,,,,4,DR,DO,4,0.64,,0.01,,77.32,,2,,50.66,,0.00,,"2,174",,"170,809",,"3,372",,"2,209",,0,,"36,508",
Goshen County Senior Friendship Center,Torrington,WY,80287,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,0.41,,0.03,,62.70,,4,,15.39,,0.00,,"6,388",,"239,497",,"15,563",,"3,820",,0,,"43,636",
County of La Crosse,La Crosse,WI,50442,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,MB,PT,4,1.08,,0.04,,49.86,,2,,28.07,,0.00,,"18,674",,"484,999",,"17,280",,"9,727",,0,,"304,410",
City of Guntersville,Guntersville,AL,41009,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.66,,0.04,,55.58,,3,,18.35,,0.00,,"9,453",,"262,658",,"14,311",,"4,726",,0,,"78,092",
Garfield County Council on Aging,Jordan,MT,80117,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.27,,0.02,,34.41,,3,,11.62,,0.00,,"1,478",,"63,856",,"5,497",,"1,856",,0,,"43,395",
Caldwell Parish Council on Aging,Columbia,LA,60209,Area Agency on Aging,Rural Reporter,,,,4,DR,DO,4,0.37,,0.01,,100.44,,3,,34.52,,0.00,,"1,515",,"140,620",,"4,074",,"1,400",,0,,"39,721",
Nance Trans,Fullerton,NE,77085,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,43.38,,0.33,,217.72,,2,,130.28,,0.00,,"74,956",,"225,120",,"1,728",,"1,034",,0,,"45,523",
City of West Plains,West Plains,MO,70155,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.90,,0.04,,63.15,,2,,25.52,,0.00,,"6,195",,"176,431",,"6,913",,"2,794",,0,,"32,583",
Marshall County Agency on Aging,Marysville,KS,70208,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,2.58,,0.04,,122.17,,2,,57.91,,0.00,,"16,137",,"362,229",,"6,255",,"2,965",,0,,"51,177",
City of Great Bend/Commission on Aging,Great Bend,KS,70123,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,1.22,,0.16,,35.70,,5,,7.66,,0.00,,"25,508",,"160,069",,"20,901",,"4,484",,0,,"64,711",
Chippewa Cree Tribe,Box Elder,MT,88164,Tribe,Reduced Reporter,30,Montana Non-UZA,"688,772",4,DR,DO,4,0.00,,0.00,,149.00,,8,,19.30,,0.00,,0,,"284,882",,"14,762",,"1,912",,0,,"108,919",
City of Berlin,Berlin,WI,50506,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,PT,4,2.63,,0.16,,33.22,,2,,16.49,,0.00,,"47,875",,"300,399",,"18,216",,"9,044",,0,,"69,367",
Bladen County,Elizabethtown,NC,41166,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.19,,0.00,,169.71,,4,,43.41,,0.00,,"2,246",,"526,446",,"12,127",,"3,102",,0,,"77,506",
Muckleshoot Indian Tribe,Auburn,WA,00407,Tribe,Reduced Reporter,80389,"Seattle--Tacoma, WA","3,544,011",4,MB,DO,4,0.00,,0.00,,108.37,,2,,59.61,,0.00,,0,,"965,560",,"16,198",,"8,910",,0,,"118,228",
Chattooga County Transit,Summerville,GA,41012,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,1.86,,0.08,,38.01,,2,,22.33,,0.00,,"14,160",,"169,617",,"7,597",,"4,463",,0,,"50,675",
Glacier Valley Transit,Girdwood,AK,00345,Private-Non-Profit Corporation,Rural Reporter,,,,4,MB,PT,4,0.35,,0.04,,49.57,,5,,9.24,,0.00,,"15,946",,"416,431",,"45,076",,"8,401",,0,,"82,942",
Detroit Transportation Corporation,Detroit,MI,50141,Independent Public Agency or Authority of Transit Service,Full Reporter,23824,"Detroit, MI","3,776,890",4,MG,DO,4,0.00,,0.00,,"6,659.75",,33,,201.55,,146.05,,0,,"11,508,050",,"57,099",,"1,728",,"78,797",,"20,045",
Southwest Transportation Services,Bowman,ND,80268,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,3.84,,0.09,,63.74,,1,,44.09,,0.00,,"34,759",,"399,419",,"9,059",,"6,266",,0,,"85,292",
Lower Brule Sioux Tribe,Lower Brule,SD,88176,Tribe,Reduced Reporter,46,South Dakota Non-UZA,"599,629",4,DR,DO,4,0.10,,0.00,,67.95,,1,,48.36,,0.00,,645,,"327,566",,"6,774",,"4,821",,0,,"204,157",
Riverton Senior Center,Riverton,WY,80185,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,1.90,,0.11,,33.82,,2,,16.81,,0.00,,"20,933",,"185,318",,"11,027",,"5,479",,0,,"36,634",
Trinity County,Weaverville,CA,91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,MB,DO,4,3.26,,0.03,,193.42,,2,,116.08,,0.00,,"19,960",,"711,792",,"6,132",,"3,680",,0,,"116,976",
Educational Center for Independence,Chatom,AL,41000,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,2.67,,0.05,,68.97,,1,,53.68,,0.00,,"12,163",,"244,157",,"4,548",,"3,540",,0,,"119,797",
City of Monrovia,Monrovia,CA,90285,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",4,DR,PT,4,0.46,,0.01,,80.08,,2,,47.40,,0.00,,"3,678",,"382,780",,"8,076",,"4,780",,0,,"30,470",
Walsh County Transportation Program,Park River,ND,80296,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,3.12,,0.07,,87.38,,2,,45.81,,0.00,,"14,810",,"217,410",,"4,746",,"2,488",,0,,"44,095",
"Living Wells in Wabash County Council on Aging , dba: Wabash County Transit",Wabash,IN,50441,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,1.34,,0.04,,94.26,,3,,35.76,,0.00,,"17,936",,"479,775",,"13,416",,"5,090",,0,,"78,991",
Yavapai Regional Transit,Chino Valley,AZ,99419,Private-Non-Profit Corporation,Rural Reporter,,,,4,MB,DO,4,0.00,,0.00,,58.39,,2,,29.54,,0.00,,0,,"412,832",,"13,973",,"7,070",,0,,"97,641",
City of Marinette,Marinette,WI,50478,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,TX,4,3.38,,0.24,,39.14,,3,,13.94,,0.00,,"114,144",,"470,851",,"33,779",,"12,030",,0,,"124,040",
United Keetoowah Band of Cherokee Indians in Oklahoma,Tahlequah,OK,66176,Tribe,Reduced Reporter,40,Oklahoma Non-UZA,"1,994,607",4,DR,DO,4,0.00,,0.00,,50.60,,2,,24.41,,0.00,,0,,"162,332",,"6,650",,"3,208",,0,,"47,703",
Franklin County Aging Services,Ottawa,KS,70225,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,1.33,,0.09,,34.47,,2,,14.18,,0.00,,"12,974",,"138,770",,"9,784",,"4,026",,0,,"45,644",
Clay County,Fort Gaines,GA,41140,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,PT,4,1.03,,0.03,,49.98,,1,,41.05,,0.00,,"9,951",,"394,831",,"9,618",,"7,900",,0,,"200,591",
Morris County Transportation (formerly Morris Co Senior Citizens,Council Grove,KS,70072,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,2.85,,0.13,,34.42,,2,,21.81,,0.00,,"16,589",,"126,767",,"5,813",,"3,683",,0,,"66,701",
"Rush County Senior Services , dba: Ride Rush Public Transit",Rushville,IN,50280,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,0.96,,0.03,,249.98,,7,,33.72,,0.00,,"9,382",,"329,722",,"9,778",,"1,319",,0,,"21,824",
Seward County Handibus,Seward,NE,70246,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,2.30,,0.09,,69.28,,3,,26.46,,0.00,,"27,366",,"315,213",,"11,915",,"4,550",,0,,"58,242",
City of Americus,Americus,GA,41149,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,PT,4,0.58,,0.02,,84.57,,2,,38.64,,0.00,,"6,335",,"421,180",,"10,901",,"4,980",,0,,"68,663",
Houlton Band of Maliseet Indians,Littleton,ME,11140,Tribe,Reduced Reporter,23,Maine Non-UZA,"995,851",4,DR,DO,4,0.00,,0.00,,24.83,,0,,562.41,,0.00,,0,,"151,852",,270,,"6,115",,0,,"23,255",
"Steuben County Council on Aging, dba: Steuben County Public Transit",Angola,IN,50248,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,2.57,,0.08,,69.07,,2,,33.64,,0.00,,"34,548",,"452,605",,"13,455",,"6,553",,0,,"103,381",
"City of La Junta, dba: La Junta Transit",La Junta,CO,80225,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.70,,0.04,,97.42,,5,,19.94,,0.00,,"10,290",,"291,087",,"14,595",,"2,988",,0,,"22,088",
City of Merrill,Merrill,WI,50505,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,MB,DO,4,1.23,,0.13,,58.61,,6,,9.20,,0.00,,"55,473",,"415,333",,"45,121",,"7,086",,0,,"44,825",
Ottawa County Transportation,Minneapolis,KS,70146,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.58,,0.02,,31.69,,1,,23.16,,0.00,,"2,458",,"98,615",,"4,258",,"3,112",,0,,"44,289",
McKinney Avenue Transit Authority,Dallas,TX,60133,Private-Non-Profit Corporation,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",4,SR,DO,4,0.08,,0.02,,123.67,,28,,4.34,,2.96,,"35,297",,"1,898,291",,"437,311",,"15,350",,"640,615",,"69,748",
"Douglas County (Illinois), dba: Coles County Council on Aging",Charleston,IL,55315,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.18,,0.01,,152.11,,7,,22.71,,0.00,,"1,914",,"239,885",,"10,565",,"1,577",,0,,"48,712",
"Morris, City of",Morris,MN,50262,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,4,DR,DO,4,1.28,,0.12,,50.64,,5,,10.54,,0.00,,"61,575",,"508,039",,"48,183",,"10,033",,0,,"84,854",
Calhoun County Senior Citizens,Port Lavaca,TX,66277,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,4,DR,PT,4,1.47,,0.05,,45.99,,2,,27.73,,0.00,,"7,892",,"148,833",,"5,367",,"3,236",,0,,"31,529",
Dawson County Transit,Dawsonville,GA,41057,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.66,,0.02,,49.52,,2,,30.41,,0.00,,"5,814",,"267,586",,"8,798",,"5,404",,0,,"68,907",
"Town of Telluride, dba: Galloping Goose",Telluride,CO,88226,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,MB,DO,4,0.00,,0.00,,162.57,,21,,7.65,,0.00,,0,,"1,502,816",,"196,384",,"9,244",,0,,"71,197",
South Clackamas Transportation District,Molalla,OR,00301,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,4,MB,PT,4,0.58,,0.01,,93.50,,2,,46.95,,0.00,,"14,973",,"1,220,828",,"26,003",,"13,057",,0,,"298,432",
Rice County Council on Aging,Lyons,KS,70210,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,6.72,,0.17,,49.99,,1,,39.28,,0.00,,"47,927",,"280,308",,"7,136",,"5,607",,0,,"104,953",
"Humboldt County, dba: Senior Citizens of Humboldt County, Inc",Winnemucca,NV,91023,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.53,,0.01,,132.28,,2,,55.43,,0.00,,"2,858",,"299,874",,"5,410",,"2,267",,0,,"31,849",
City of Beverly Hills,Beverly Hills,CA,90255,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",4,DR,PT,4,0.00,,0.00,,185.83,,2,,112.69,,0.00,,0,,"362,735",,"3,219",,"1,952",,0,,"9,335",
"Hyannis Harbor Tours, Inc.",Hyannis,MA,11239,Private-For-Profit Corporation,Full Reporter,5167,"Barnstable Town, MA","303,269",4,FB,DO,4,33.71,,1.41,,"1,821.26",,76,,23.86,,0.86,,"25,972,659",,"18,383,764",,"770,496",,"10,094",,"21,349,864",,"162,994",
"Pueblo of Laguna, dba: Shaa'srk'a Transit Program",Laguna,NM,60620,Tribe,Reduced Reporter,35,New Mexico Non-UZA,"978,126",4,DR,DO,4,0.00,,0.00,,108.02,,1,,110.57,,0.00,,0,,"271,664",,"2,457",,"2,515",,0,,"44,762",
City of Lynwood,Lynwood,CA,90281,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",4,MB,PT,4,0.24,,0.02,,83.78,,8,,10.78,,0.00,,"27,688",,"1,231,023",,"114,161",,"14,693",,0,,"147,420",
Powell County Public Transportation,Deer Lodge,MT,88218,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.94,,0.10,,24.88,,3,,9.80,,0.00,,"5,627",,"58,722",,"5,995",,"2,360",,0,,"29,475",
City of Pompano Beach,Pompano Beach,FL,40257,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522",4,MB,PT,4,0.00,,0.00,,59.65,,7,,8.10,,0.00,,0,,"478,611",,"59,072",,"8,024",,0,,"103,280",
County of Niagara,Lockport,NY,20957,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,MB,PT,4,2.42,,0.04,,72.09,,1,,62.59,,0.00,,"20,648",,"533,169",,"8,518",,"7,396",,0,,"179,278",
Wayne Public Transit,Wayne,NE,70233,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,1.37,,0.08,,130.23,,8,,16.36,,0.00,,"9,548",,"113,949",,"6,964",,875,,0,,"13,042",
"Butler County Senior Service Program, dba: Butler County Public Transit",David City,NE,70121,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,2.25,,0.10,,59.57,,3,,21.87,,0.00,,"8,660",,"84,294",,"3,854",,"1,415",,0,,"38,619",
"Helping Hands Agency, Inc.",Page,AZ,91016,Private-Non-Profit Corporation,Rural Reporter,,,,4,MB,DO,4,0.23,,0.01,,67.93,,2,,41.90,,0.00,,"3,762",,"686,345",,"16,381",,"10,104",,0,,"246,634",
Gates County,Gatesville,NC,40947,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.51,,0.02,,53.62,,2,,33.52,,0.00,,"6,424",,"420,428",,"12,543",,"7,841",,0,,"255,320",
The Mashpee Wampanoag Tribe,Mashpee,MA,10184,Tribe,Reduced Reporter,5167,"Barnstable Town, MA","303,269",4,DR,DO,4,0.00,,0.00,,113.64,,1,,106.99,,0.00,,0,,"292,613",,"2,735",,"2,575",,0,,"66,813",
Converse County Aging Services,Douglas,WY,80216,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,0.32,,0.04,,32.87,,4,,8.67,,0.00,,"5,514",,"148,515",,"17,132",,"4,518",,0,,"41,276",
"Kootenai County, dba: Kootenai County Citylink North",Coeur D Alene,ID,00055,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,18451,"Coeur d'Alene, ID","121,831",4,DR,PT,4,0.00,,0.00,,105.72,,2,,47.33,,0.00,,0,,"723,138",,"15,278",,"6,840",,0,,"92,006",
Jackson County,Jefferson,GA,41154,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,2.31,,0.11,,44.24,,2,,20.51,,0.00,,"18,424",,"163,502",,"7,972",,"3,696",,0,,"93,906",
"M-1 Rail, dba: QLINE Detroit",Detroit,MI,50213,Private-Non-Profit Corporation,Full Reporter,23824,"Detroit, MI","3,776,890",4,SR,DO,4,0.00,W,0.00,,531.71,,31,W,17.34,W,14.70,W,0,,"9,759,992",,"562,821",W,"18,356",,"663,984",W,"119,780",
Custer County Council on Aging,Miles City,MT,80181,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,1.23,,0.04,,68.32,,2,,29.85,,0.00,,"17,772",,"432,754",,"14,499",,"6,334",,0,,"75,872",
Southeast Missouri State University,Cape Girardeau,MO,70050,University,Reduced Reporter,13537,"Cape Girardeau, MO--IL","55,546",4,MB,DO,4,0.00,,0.00,,38.32,,15,,2.47,,0.00,,0,,"284,110",,"114,890",,"7,414",,0,,"94,864",
Garfield County Transportation Program,Pomeroy,WA,00282,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.58,,0.02,,76.56,,2,,32.63,,0.00,,"4,991",,"282,336",,"8,653",,"3,688",,0,,"50,523",
"Kansas City, City of Missouri, dba: Kansas City Streetcar",Kansas City,MO,70271,"City, County or Local Government Unit or Department of Transportation",Full Reporter,43912,"Kansas City, MO--KS","1,674,218",4,SR,PT,4,0.00,,0.00,,355.05,,71,,4.99,,3.20,,0,,"6,158,326",,"1,234,901",,"17,345",,"1,922,253",,"126,804",
City of Clinton,Clinton,MO,70189,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.99,,0.09,,34.07,,3,,11.17,,0.00,,"15,415",,"173,227",,"15,502",,"5,085",,0,,"39,064",
"Wet Mountain Valley Rotary Community Service, Inc., dba: Rotary Service Van",Westcliffe,CO,80118,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,5.14,,0.06,,70.48,,1,,85.50,,0.00,,"7,092",,"117,908",,"1,379",,"1,673",,0,,"39,034",
City of Tomah,Tomah,WI,50418,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,PT,4,4.30,,0.48,,30.97,,3,,8.91,,0.00,,"292,073",,"605,273",,"67,925",,"19,541",,0,,"295,841",
"Independence, Inc.",Lawrence,KS,70201,Private-Non-Profit Corporation,Rural Reporter,48232,"Lawrence, KS","94,998",4,DR,DO,4,4.34,,0.05,,97.99,,1,,84.06,,0.00,,"24,431",,"473,009",,"5,627",,"4,827",,0,,"64,142",
Golden Valley/Billings County Council On Aging,Beach,ND,80270,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,7.78,,0.11,,54.77,,1,,71.03,,0.00,,"17,465",,"159,388",,"2,244",,"2,910",,0,,"87,080",
"Mineral County Pioneer Council, Inc.",Superior,MT,80173,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,2.16,,0.31,,16.47,,2,,7.02,,0.00,,"3,860",,"12,581",,"1,791",,764,,0,,"17,447",
McPherson County Council on Aging,Mcpherson,KS,70179,Private-Non-Profit Corporation,Rural Reporter,,,,4,DR,DO,4,2.29,,0.08,,71.95,,2,,30.29,,0.00,,"11,958",,"158,513",,"5,233",,"2,203",,0,,"25,084",
City of Las Vegas,Las Vegas,NM,60236,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,0.86,,0.04,,97.42,,4,,23.52,,0.00,,"10,306",,"280,674",,"11,935",,"2,881",,0,,"48,748",
Sierra County Transportation Commission,Downieville,CA,91038,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,PT,4,6.97,,0.13,,49.33,,1,,54.92,,0.00,,"20,721",,"163,221",,"2,972",,"3,309",,0,,"72,077",
"City of Cincinnati, dba: Cincinnati Bell Connector",Cincinnati,OH,55311,"City, County or Local Government Unit or Department of Transportation",Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",4,SR,PT,4,0.00,Q,0.00,,236.20,,49,Q,4.82,Q,3.08,Q,0,,"3,337,687",,"693,095",Q,"14,131",,"1,083,257",Q,"88,770",Q
Casco Bay Island Transit District,Portland,ME,10088,Independent Public Agency or Authority of Transit Service,Full Reporter,71263,"Portland, ME","205,356",4,FB,DO,4,2.66,,0.34,,408.97,,53,,7.71,,2.22,,"2,650,353",,"7,691,901",,"997,335",,"18,808",,"3,457,899",,"102,014",
"Hancock, City of",Hancock,MI,50408,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,2.46,,0.16,,55.80,,4,,15.66,,0.00,,"53,648",,"341,835",,"21,828",,"6,126",,0,,"68,367",
Senior Information Center York,York,NE,70223,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,1.48,,0.07,,46.00,,2,,21.21,,0.00,,"15,298",,"219,519",,"10,351",,"4,772",,0,,"67,127",
Saline County Area Transit,Western,NE,70148,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,DO,4,2.10,,0.08,,68.55,,2,,27.65,,0.00,,"24,406",,"321,039",,"11,611",,"4,683",,0,,"63,556",
Gonzalez County Senior Citizens Association,Gonzales,TX,66279,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,DR,PT,4,0.00,,0.00,,86.96,,4,,23.43,,0.00,,0,,"138,524",,"5,912",,"1,593",,0,,"15,939",
Squaxin Island Tribe,Shelton,WA,00103,Tribe,Reduced Reporter,53,Washington Non-UZA,"1,895,776",4,MB,DO,4,0.00,,0.00,,78.68,,2,,34.79,,0.00,,0,,"209,205",,"6,014",,"2,659",,0,,"36,164",
Turtle Mountain Band of Chippewa Indian,Belcourt,ND,88146,Tribe,Reduced Reporter,38,North Dakota Non-UZA,"403,127",4,MB,DO,4,0.00,,0.00,,33.05,,0,,103.58,,0.00,,0,,"192,548",,"1,859",,"5,826",,0,,"44,908",
City of Excelsior Springs,Excelsior Springs,MO,70162,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,MB,DO,4,7.43,,0.28,,57.29,,2,,26.22,,0.00,,"74,700",,"263,603",,"10,052",,"4,601",,0,,"47,627",
City of Coconut Creek,Coconut Creek,FL,40238,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522",4,MB,DO,4,0.00,,0.00,,65.26,,3,,21.53,,0.00,,0,,"816,699",,"37,928",,"12,514",,0,,"148,569",
Nez Perce Tribe,Lapwai,ID,00135,Tribe,Reduced Reporter,16,Idaho Non-UZA,"836,252",4,MB,DO,3,1.20,,0.01,,124.53,,1,,147.61,,0.00,,"8,086",,"995,463",,"6,744",,"7,994",,0,,"207,456",
City of Arvin,Arvin,CA,91027,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,4,MB,DO,3,0.61,,0.05,,118.58,,10,,12.01,,0.00,,"32,958",,"644,356",,"53,653",,"5,434",,0,,"120,369",
"Southwestern MN Opportunity Council, Inc.",Worthington,MN,50471,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,4,DR,DO,3,1.56,,0.08,,59.94,,3,,18.97,,0.00,,"17,537",,"213,815",,"11,270",,"3,567",,0,,"18,420",
Municipality of Hatillo,Hatillo,PR,40151,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,3034,"Arecibo, PR","123,724",4,DR,DO,3,0.00,,0.00,,48.41,,1,,37.90,,0.00,,0,,"130,993",,"3,456",,"2,706",,0,,"15,214",
Municipality of Gurabo,Gurabo,PR,40123,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,79093,"San Juan, PR","1,844,410",4,MB,DO,3,0.00,,0.00,,57.06,,3,,18.97,,0.00,,0,,"185,730",,"9,792",,"3,255",,0,,"32,818",
"Henderson County, dba: Apple Country Public Transit",Hendersonville,NC,40229,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,3358,"Asheville, NC","285,776",4,MB,PT,3,0.49,,0.03,,105.66,,7,,15.95,,0.00,,"27,403",,"899,278",,"56,365",,"8,511",,0,,"159,298",
