Agency,NTD ID,Operating Federal,Operating State,Operating Local,Operating Other,Capital Federal,Capital State,Capital Local,Capital Other,Number of Operating Fleets,Ridership,Total OE,OpExp VO,OpExp VM,OpExp NVM,OpExp GA,FARES,DRM,VRM,VRH,UPT,PMT,Days of Service Operated,Days Not Operated Due to Emergencies,Non-Statutory Mixed Traffic,DRM Mixed Traffic ROW,City,State,Cluster
"East Dakota Transit, Inc.",80190,127739.0,34518.0,11831.0,19724.0,0.0,0.0,0.0,0.0,3.0,0.0,193812.0,0.0,0.0,0.0,0.0,11599.0,0.0,29529.0,3085.0,14344.0,0.0,0.0,0.0,0.0,0.0,Madison,SD,0
Senior Citizens Council,80193,523221.0,0.0,354549.0,58550.0,0.0,0.0,0.0,0.0,26.0,0.0,936320.0,0.0,0.0,0.0,0.0,58550.0,0.0,255564.0,20698.0,52014.0,0.0,0.0,0.0,0.0,0.0,Sheridan,WY,0
Kenmare Wheels & Meals,80196,47682.0,31901.0,0.0,4968.0,0.0,0.0,0.0,0.0,2.0,0.0,84551.0,0.0,0.0,0.0,0.0,3833.0,0.0,11111.0,1495.0,5958.0,0.0,0.0,0.0,0.0,0.0,Kenmare,ND,0
Missoula Ravalli Transportation Management Association,80200,257331.0,0.0,58132.0,6660.0,0.0,0.0,0.0,0.0,15.0,0.0,322123.0,0.0,0.0,0.0,0.0,6660.0,0.0,171710.0,4587.0,11209.0,0.0,0.0,0.0,0.0,0.0,Missoula,MT,0
"Montezuma County Public Transportation, dba: MoCo Public Transportation",80201,169004.0,136287.0,800.0,34682.0,0.0,0.0,0.0,0.0,6.0,0.0,340773.0,0.0,0.0,0.0,0.0,34682.0,0.0,95538.0,7307.0,8474.0,0.0,0.0,0.0,0.0,0.0,Cortez,CO,0
Opportunity Link,80204,203652.0,8709.0,145126.0,19000.0,0.0,0.0,0.0,0.0,7.0,0.0,376487.0,0.0,0.0,0.0,0.0,0.0,0.0,188730.0,6826.0,37408.0,0.0,0.0,0.0,0.0,0.0,Havre,MT,0
Daniels Memorial Healthcare Foundation,80205,28631.0,2855.0,24937.0,5948.0,0.0,0.0,0.0,0.0,3.0,0.0,62371.0,0.0,0.0,0.0,0.0,5948.0,0.0,11972.0,1030.0,1189.0,0.0,0.0,0.0,0.0,0.0,Scobey,MT,0
"City of Durango, dba: Durango Transit",80206,2512128.0,0.0,157082.0,272041.0,132000.0,0.0,0.0,0.0,24.0,0.0,2941251.0,0.0,0.0,0.0,0.0,269896.0,0.0,459574.0,30194.0,329743.0,0.0,0.0,0.0,0.0,0.0,Durango,CO,0
Town of Limon,80211,10566.0,0.0,10635.0,3337.0,0.0,0.0,0.0,0.0,1.0,0.0,24538.0,0.0,0.0,0.0,0.0,3337.0,0.0,5951.0,916.0,3337.0,0.0,0.0,0.0,0.0,0.0,Limon,CO,0
Converse County Aging Services,80216,95614.0,0.0,47387.0,5514.0,0.0,0.0,0.0,0.0,4.0,0.0,148515.0,0.0,0.0,0.0,0.0,5514.0,0.0,41276.0,4518.0,17132.0,0.0,0.0,0.0,0.0,0.0,Douglas,WY,0
Sweetwater Transit Authority Resources,80218,312050.0,0.0,164419.0,18023.0,0.0,0.0,0.0,0.0,12.0,0.0,494492.0,0.0,0.0,0.0,0.0,18023.0,0.0,79100.0,4216.0,15218.0,0.0,0.0,0.0,0.0,0.0,Rock Springs,WY,0
Flathead County Public Transportation,80220,746619.0,114870.0,451385.0,59640.0,0.0,0.0,0.0,0.0,28.0,0.0,1372514.0,0.0,0.0,0.0,0.0,7000.0,0.0,222312.0,19530.0,65035.0,0.0,0.0,0.0,0.0,0.0,Kalispell,MT,0
"Northeast Colorado Association of Local Governments, dba: County Express",80221,700249.0,0.0,399130.0,619855.0,0.0,0.0,0.0,0.0,102.0,0.0,1719234.0,0.0,0.0,0.0,0.0,619855.0,0.0,511598.0,30918.0,91246.0,0.0,0.0,0.0,0.0,0.0,Fort Morgan,CO,0
"Lander Senior Citizens Center, Inc.",80223,116790.0,0.0,69659.0,15290.0,0.0,0.0,0.0,0.0,5.0,0.0,201739.0,0.0,0.0,0.0,0.0,15290.0,0.0,46125.0,7786.0,11343.0,0.0,0.0,0.0,0.0,0.0,Lander,WY,0
Phillips Transit Authority,80224,124752.0,19249.0,78805.0,14652.0,0.0,0.0,0.0,0.0,7.0,0.0,237458.0,0.0,0.0,0.0,0.0,14652.0,0.0,36376.0,3288.0,15321.0,0.0,0.0,0.0,0.0,0.0,Malta,MT,0
"City of La Junta, dba: La Junta Transit",80225,132522.0,0.0,148275.0,10290.0,0.0,0.0,0.0,0.0,4.0,0.0,291087.0,0.0,0.0,0.0,0.0,10290.0,0.0,22088.0,2988.0,14595.0,0.0,0.0,0.0,0.0,0.0,La Junta,CO,0
"Huerfano/Las Animas Council of Governments, dba: South Central Council of Governments",80227,564660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,564660.0,0.0,0.0,0.0,0.0,0.0,0.0,127068.0,6106.0,13106.0,0.0,0.0,0.0,0.0,0.0,Trinidad,CO,0
Kidder-Emmons County Senior Services,80228,77870.0,29441.0,13939.0,4539.0,70340.0,12413.0,0.0,0.0,3.0,0.0,125789.0,0.0,0.0,0.0,0.0,4539.0,0.0,46404.0,1711.0,4152.0,0.0,0.0,0.0,0.0,0.0,Steele,ND,0
Cavalier County Senior Meals & Services,80233,108075.0,47391.0,8613.0,11684.0,0.0,0.0,0.0,0.0,3.0,0.0,175763.0,0.0,0.0,0.0,0.0,11684.0,0.0,20807.0,2968.0,8377.0,0.0,0.0,0.0,0.0,0.0,Langdon,ND,0
"Human Resource Development Council District IX, Inc.",80235,1259039.0,109193.0,967648.0,5634.0,0.0,0.0,0.0,0.0,46.0,0.0,2341514.0,0.0,0.0,0.0,0.0,5634.0,0.0,422896.0,31697.0,139741.0,0.0,0.0,0.0,0.0,0.0,Bozeman,MT,0
Fergus County Council on Aging,80236,187340.0,37725.0,37157.0,38379.0,0.0,0.0,0.0,0.0,8.0,0.0,300601.0,0.0,0.0,0.0,0.0,19662.0,0.0,77827.0,6696.0,24758.0,0.0,0.0,0.0,0.0,0.0,Lewistown,MT,0
"Neighbor to Neighbor Volunteers, dba: The Chaffee Shuttle",80237,375141.0,18610.0,18877.0,50721.0,0.0,0.0,0.0,0.0,7.0,0.0,463349.0,0.0,0.0,0.0,0.0,50721.0,0.0,159343.0,5463.0,13504.0,0.0,0.0,0.0,0.0,0.0,Salida,CO,0
West River Transit,80238,507700.0,256248.0,71999.0,106707.0,149175.0,47938.0,0.0,0.0,20.0,0.0,942654.0,0.0,0.0,0.0,0.0,72485.0,0.0,231344.0,12029.0,26835.0,0.0,0.0,0.0,0.0,0.0,Bismarck,ND,0
Cedar Area Transportation Service,80248,155722.0,0.0,44563.0,24573.0,0.0,0.0,9419.0,0.0,4.0,0.0,224858.0,0.0,0.0,0.0,0.0,24573.0,0.0,84563.0,5682.0,15022.0,0.0,0.0,0.0,0.0,0.0,Cedar City,UT,0
Benson County Transportation,80249,65719.0,19217.0,12847.0,6091.0,0.0,0.0,0.0,0.0,2.0,0.0,103874.0,0.0,0.0,0.0,0.0,4306.0,0.0,48401.0,1572.0,854.0,0.0,0.0,0.0,0.0,0.0,Maddock,ND,0
Eppson Center for Seniors,80252,103232.0,0.0,48868.0,5427.0,0.0,0.0,0.0,0.0,3.0,0.0,157527.0,0.0,0.0,0.0,0.0,5427.0,0.0,35701.0,3096.0,6767.0,0.0,0.0,0.0,0.0,0.0,Laramie,WY,0
"West River Transit Authority, Inc., dba: Prairie Hills Transit",80253,1423136.0,92445.0,7481.0,472082.0,117874.0,0.0,29468.0,0.0,30.0,0.0,1995144.0,0.0,0.0,0.0,0.0,85792.0,0.0,605365.0,37102.0,105274.0,0.0,0.0,0.0,0.0,0.0,Spearfish,SD,0
"Glen-wood, Inc.",80254,206400.0,26403.0,66315.0,25303.0,0.0,0.0,0.0,0.0,7.0,0.0,324421.0,0.0,0.0,0.0,0.0,8330.0,0.0,81015.0,6119.0,27506.0,0.0,0.0,0.0,0.0,0.0,Plentywood,MT,0
Big Sky Transportation District,80255,1436356.0,6135.0,348556.0,179606.0,0.0,0.0,0.0,0.0,20.0,0.0,1970653.0,0.0,0.0,0.0,0.0,168593.0,0.0,444623.0,19486.0,143113.0,0.0,0.0,0.0,0.0,0.0,Big Sky,MT,0
Town of Mountain Village,80256,196148.0,0.0,4544269.0,0.0,0.0,44004.0,263051.0,0.0,150.0,0.0,4740417.0,0.0,0.0,0.0,0.0,0.0,0.0,4069276.0,362221.0,3115446.0,0.0,0.0,0.0,0.0,0.0,Telluride,CO,10
"City of Glenwood Springs, dba: Ride Glenwood Springs",80258,1017181.0,0.0,288689.0,0.0,24584.0,0.0,34281.0,0.0,2.0,0.0,1305870.0,0.0,0.0,0.0,0.0,0.0,0.0,113962.0,9841.0,191118.0,0.0,0.0,0.0,0.0,0.0,Glenwood Springs,CO,0
Richland County,80259,198576.0,18304.0,83381.0,8481.0,167481.0,0.0,29556.0,0.0,9.0,0.0,308742.0,0.0,0.0,0.0,0.0,8325.0,0.0,39242.0,4202.0,16283.0,0.0,0.0,0.0,0.0,0.0,Sidney,MT,0
Basin Transit Association,80260,768625.0,0.0,104786.0,1480.0,0.0,0.0,0.0,0.0,14.0,0.0,874891.0,0.0,0.0,0.0,0.0,1480.0,0.0,270056.0,10590.0,23722.0,0.0,0.0,0.0,0.0,0.0,Roosevelt,UT,0
Can-Do Transportation,80261,44105.0,34029.0,0.0,6842.0,0.0,0.0,0.0,0.0,2.0,0.0,84976.0,0.0,0.0,0.0,0.0,6842.0,0.0,38609.0,3170.0,3695.0,0.0,0.0,0.0,0.0,0.0,Cando,ND,0
City of Laurel,80262,19377.0,3103.0,10351.0,5020.0,0.0,0.0,0.0,0.0,1.0,0.0,37851.0,0.0,0.0,0.0,0.0,5020.0,0.0,8276.0,1209.0,1611.0,0.0,0.0,0.0,0.0,0.0,Laurel,MT,0
"Town of Snowmass Village, dba: Village Shuttle",80263,745471.0,0.0,2650088.0,364953.0,0.0,106749.0,836295.0,106676.0,24.0,0.0,3760512.0,0.0,0.0,0.0,0.0,0.0,0.0,353362.0,34764.0,457337.0,0.0,0.0,0.0,0.0,0.0,Snowmass Village,CO,0
"Cody Council on Aging, Inc.",80264,87460.0,0.0,55849.0,4292.0,0.0,0.0,0.0,0.0,6.0,0.0,147601.0,0.0,0.0,0.0,0.0,4292.0,0.0,49651.0,4453.0,8675.0,0.0,0.0,0.0,0.0,0.0,Cody,WY,0
"Senior Resource Development Agency, Pueblo, Inc., dba: SRDA",80267,1022020.0,528903.0,56546.0,130735.0,0.0,0.0,0.0,0.0,24.0,0.0,1738204.0,0.0,0.0,0.0,0.0,130735.0,0.0,485707.0,21879.0,29224.0,0.0,0.0,0.0,0.0,0.0,Pueblo,CO,0
Southwest Transportation Services,80268,186375.0,160756.0,14499.0,37789.0,0.0,0.0,0.0,37000.0,4.0,0.0,399419.0,0.0,0.0,0.0,0.0,34759.0,0.0,85292.0,6266.0,9059.0,0.0,0.0,0.0,0.0,0.0,Bowman,ND,0
"West Yellowstone Foundation, Inc.",80269,41759.0,666.0,57972.0,12060.0,0.0,0.0,0.0,0.0,2.0,0.0,112457.0,0.0,0.0,0.0,0.0,12010.0,0.0,24489.0,960.0,1121.0,0.0,0.0,0.0,0.0,0.0,West Yellowstone,MT,0
Golden Valley/Billings County Council On Aging,80270,61690.0,34208.0,45747.0,17743.0,0.0,0.0,0.0,0.0,4.0,0.0,159388.0,0.0,0.0,0.0,0.0,17465.0,0.0,87080.0,2910.0,2244.0,0.0,0.0,0.0,0.0,0.0,Beach,ND,0
"Yankton Transit, Inc.",80271,481599.0,59537.0,39404.0,160976.0,126041.0,0.0,31510.0,0.0,17.0,0.0,741516.0,0.0,0.0,0.0,0.0,107033.0,0.0,131708.0,13714.0,60573.0,0.0,0.0,0.0,0.0,0.0,Yankton,SD,0
"The Canon City Golden Age Council, Inc",80274,243276.0,0.0,0.0,61655.0,0.0,0.0,0.0,0.0,9.0,0.0,304931.0,0.0,0.0,0.0,0.0,61655.0,0.0,68414.0,5512.0,5701.0,0.0,0.0,0.0,0.0,0.0,Canon City,CO,0
"City of Cripple Creek, dba: Cripple Creek Transit",80275,374328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,374328.0,0.0,0.0,0.0,0.0,0.0,0.0,32922.0,2403.0,13295.0,0.0,0.0,0.0,0.0,0.0,Cripple Creek,CO,0
"Archuleta County Transportation/Mountain Express Transit, dba: Mountain Express Transit",80280,168389.0,0.0,127603.0,6110.0,0.0,0.0,0.0,0.0,8.0,0.0,302102.0,0.0,0.0,0.0,0.0,6110.0,0.0,60279.0,3935.0,5838.0,0.0,0.0,0.0,0.0,0.0,Pagosa Springs,CO,0
Park City Municipal Corporation,80284,5778242.0,0.0,0.0,5713559.0,0.0,29938.0,1609711.0,0.0,42.0,0.0,11491801.0,0.0,0.0,0.0,0.0,2045.0,0.0,950634.0,72927.0,1548297.0,0.0,0.0,0.0,0.0,0.0,Park City,UT,0
Via Mobility Services,80285,4702863.0,986392.0,3034095.0,1203897.0,0.0,879742.0,0.0,0.0,55.0,961709.0,9927247.0,5517996.0,707525.0,224764.0,3476962.0,1637.0,0.0,750630.0,68825.0,107745.0,856659.0,309.0,0.0,0.0,0.0,Boulder,CO,10
Goshen County Senior Friendship Center,80287,154641.0,0.0,78468.0,6388.0,0.0,0.0,0.0,0.0,4.0,0.0,239497.0,0.0,0.0,0.0,0.0,6388.0,0.0,43636.0,3820.0,15563.0,0.0,0.0,0.0,0.0,0.0,Torrington,WY,0
Roaring Fork Transportation Authority,80289,2601244.0,200000.0,25979526.0,17409389.0,2716909.0,3354530.0,15527190.0,0.0,392.0,0.0,46190159.0,0.0,0.0,0.0,0.0,4498273.0,0.0,4827102.0,246091.0,4011246.0,0.0,0.0,0.0,0.0,0.0,Glenwood Springs,CO,10
Hazen Busing Project,80290,67497.0,19667.0,28853.0,34171.0,0.0,0.0,0.0,0.0,5.0,0.0,150188.0,0.0,0.0,0.0,0.0,21270.0,0.0,31317.0,5725.0,10188.0,0.0,0.0,0.0,0.0,0.0,Hazen,ND,0
Walsh County Transportation Program,80296,117151.0,72717.0,6614.0,20928.0,50162.0,8853.0,0.0,0.0,4.0,0.0,217410.0,0.0,0.0,0.0,0.0,14810.0,0.0,44095.0,2488.0,4746.0,0.0,0.0,0.0,0.0,0.0,Park River,ND,0
"Community Coordinated Transportation System, dba: River Cities Public Transit",80298,161030.0,0.0,0.0,456413.0,123707.0,0.0,0.0,30927.0,11.0,0.0,617443.0,0.0,0.0,0.0,0.0,487340.0,0.0,111459.0,14344.0,46553.0,0.0,0.0,0.0,0.0,0.0,Pierre,SD,0
"Silver Key Senior Services, Inc",80299,821042.0,0.0,52001.0,45532.0,124071.0,0.0,0.0,0.0,16.0,0.0,918575.0,0.0,0.0,0.0,0.0,45532.0,0.0,274908.0,20360.0,29434.0,0.0,0.0,0.0,0.0,0.0,Colorado Springs,CO,0
Souris Basin Transit,80302,958574.0,478507.0,209066.0,207474.0,198589.0,72800.0,0.0,0.0,23.0,0.0,1853621.0,0.0,0.0,0.0,0.0,174474.0,0.0,410194.0,30298.0,79737.0,0.0,0.0,0.0,0.0,0.0,Minot,ND,0
City of Minot,80303,646800.0,69088.0,404492.0,56146.0,0.0,0.0,0.0,0.0,5.0,0.0,1176526.0,0.0,0.0,0.0,0.0,47350.0,0.0,149995.0,10344.0,60560.0,0.0,0.0,0.0,0.0,0.0,Minot,ND,0
"Services for Seniors, Inc.",80304,0.0,62543.0,42517.0,2585.0,0.0,0.0,0.0,0.0,2.0,0.0,107645.0,0.0,0.0,0.0,0.0,2585.0,0.0,15615.0,3984.0,5700.0,0.0,0.0,0.0,0.0,0.0,Wheatland,WY,0
Northern Cheyenne Tribe,88116,126446.0,0.0,0.0,0.0,962934.0,0.0,0.0,0.0,2.0,0.0,126446.0,0.0,0.0,0.0,0.0,0.0,0.0,6311.0,205.0,399.0,0.0,0.0,0.0,0.0,0.0,Lame Deer,MT,0
Oglala Sioux Tribe,88122,993831.0,0.0,0.0,56734.0,0.0,0.0,0.0,0.0,6.0,0.0,1050565.0,0.0,0.0,0.0,0.0,54605.0,0.0,328408.0,9515.0,8308.0,0.0,0.0,0.0,0.0,0.0,Pine Ridge,SD,0
Spirit Lake Tribe,88128,855600.0,0.0,0.0,6801.0,0.0,0.0,0.0,0.0,5.0,0.0,862401.0,0.0,0.0,0.0,0.0,6801.0,0.0,180467.0,8313.0,10889.0,0.0,0.0,0.0,0.0,0.0,Fort Totten,ND,0
"Confederated Salish and Kootenai Tribes, dba: CSKT Transit",88134,1594982.0,26489.0,0.0,37151.0,483092.0,0.0,0.0,0.0,36.0,0.0,1658622.0,0.0,0.0,0.0,0.0,37151.0,0.0,525601.0,20550.0,17428.0,0.0,0.0,0.0,0.0,0.0,Pablo,MT,0
Standing Rock Public Transportation,88140,1037668.0,76506.0,179030.0,22362.0,3161.0,0.0,790.0,0.0,14.0,0.0,1315566.0,0.0,0.0,0.0,0.0,22362.0,0.0,200450.0,10649.0,16532.0,0.0,0.0,0.0,0.0,0.0,Fort Yates,ND,0
Turtle Mountain Band of Chippewa Indian,88146,192548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,192548.0,0.0,0.0,0.0,0.0,0.0,0.0,44908.0,5826.0,1859.0,0.0,0.0,0.0,0.0,0.0,Belcourt,ND,0
Blackfeet Nation Transit Department,88152,446977.0,197138.0,100358.0,9424.0,0.0,0.0,0.0,0.0,10.0,0.0,753897.0,0.0,0.0,0.0,0.0,9424.0,0.0,110360.0,10190.0,15424.0,0.0,0.0,0.0,0.0,0.0,Browning,MT,0
Cheyenne River Sioux Tribe,88158,893666.0,76768.0,0.0,25367.0,19200.0,4800.0,0.0,0.0,11.0,0.0,995801.0,0.0,0.0,0.0,0.0,25367.0,0.0,238946.0,12696.0,17312.0,0.0,0.0,0.0,0.0,0.0,Eagle Butte,SD,0
Chippewa Cree Tribe,88164,284882.0,0.0,0.0,0.0,110597.0,0.0,6263.0,0.0,8.0,0.0,284882.0,0.0,0.0,0.0,0.0,0.0,0.0,108919.0,1912.0,14762.0,0.0,0.0,0.0,0.0,0.0,Box Elder,MT,0
Fort Belknap Indian Community,88170,153873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,153873.0,0.0,0.0,0.0,0.0,0.0,0.0,25245.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,Harlem,MT,0
Lower Brule Sioux Tribe,88176,326921.0,0.0,0.0,645.0,1151569.0,0.0,0.0,0.0,4.0,0.0,327566.0,0.0,0.0,0.0,0.0,645.0,0.0,204157.0,4821.0,6774.0,0.0,0.0,0.0,0.0,0.0,Lower Brule,SD,0
Rosebud Sioux Tribe,88182,737722.0,0.0,0.0,105384.0,0.0,0.0,0.0,0.0,9.0,0.0,843106.0,0.0,0.0,0.0,0.0,105384.0,0.0,263225.0,23461.0,54019.0,0.0,0.0,0.0,0.0,0.0,Rosebud,SD,0
Crow Tribe of Indians,88188,809866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,809866.0,0.0,0.0,0.0,0.0,0.0,0.0,221907.0,4943.0,8536.0,0.0,0.0,0.0,0.0,0.0,Crow Agency,MT,0
Yankton Sioux Tribe,88194,386566.0,0.0,0.0,2858.0,0.0,0.0,0.0,0.0,10.0,0.0,389424.0,0.0,0.0,0.0,0.0,2858.0,0.0,146736.0,5086.0,4507.0,0.0,0.0,0.0,0.0,0.0,Wagner,SD,0
Ute Tribe,88200,218249.0,0.0,77000.0,390.0,101082.0,0.0,0.0,0.0,8.0,0.0,295639.0,0.0,0.0,0.0,0.0,390.0,0.0,35444.0,1080.0,1448.0,0.0,0.0,0.0,0.0,0.0,Fort Duchesne,UT,0
Sisseton-Wahpeton Oyate,88201,155935.0,0.0,0.0,18085.0,0.0,0.0,0.0,0.0,2.0,0.0,174020.0,0.0,0.0,0.0,0.0,18085.0,0.0,64267.0,3093.0,8656.0,0.0,0.0,0.0,0.0,0.0,Agency Village,SD,0
"Montrose County Seniors, dba: All Points Transit",88215,1315903.0,0.0,237308.0,263560.0,89450.0,36498.0,10066.0,0.0,42.0,0.0,1816771.0,0.0,0.0,0.0,0.0,263560.0,0.0,315181.0,30087.0,47537.0,0.0,0.0,0.0,0.0,0.0,Montrose,CO,0
City of Dillon,88216,31484.0,11436.0,32210.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,75130.0,0.0,0.0,0.0,0.0,0.0,0.0,12403.0,1984.0,7461.0,0.0,0.0,0.0,0.0,0.0,Dillon,MT,0
Fallon County,88217,66413.0,11322.0,53321.0,5901.0,0.0,0.0,0.0,0.0,5.0,0.0,136957.0,0.0,0.0,0.0,0.0,5901.0,0.0,35786.0,2706.0,5587.0,0.0,0.0,0.0,0.0,0.0,Baker,MT,0
Powell County Public Transportation,88218,26237.0,4871.0,21987.0,5627.0,0.0,0.0,0.0,0.0,4.0,0.0,58722.0,0.0,0.0,0.0,0.0,5627.0,0.0,29475.0,2360.0,5995.0,0.0,0.0,0.0,0.0,0.0,Deer Lodge,MT,0
"Powell Senior Citizens Ago-Go, Inc.",88219,0.0,72794.0,45934.0,9221.0,0.0,0.0,0.0,0.0,3.0,0.0,127949.0,0.0,0.0,0.0,0.0,9221.0,0.0,16682.0,1814.0,5595.0,0.0,0.0,0.0,0.0,0.0,Powell,WY,0
Wildrose Public Transportation,88222,95405.0,58294.0,0.0,10693.0,0.0,0.0,0.0,0.0,3.0,0.0,164392.0,0.0,0.0,0.0,0.0,10693.0,0.0,51540.0,2354.0,4603.0,0.0,0.0,0.0,0.0,0.0,Crosby,ND,0
Washakie County Senior Citizens Center,88224,0.0,71529.0,49528.0,8271.0,0.0,0.0,0.0,0.0,5.0,0.0,129328.0,0.0,0.0,0.0,0.0,8271.0,0.0,38297.0,3589.0,6496.0,0.0,0.0,0.0,0.0,0.0,Worland,WY,0
City of Winter Park,88225,1897852.0,0.0,865731.0,0.0,0.0,2974262.0,0.0,0.0,69.0,0.0,2763583.0,0.0,0.0,0.0,0.0,0.0,0.0,418176.0,29021.0,371748.0,0.0,0.0,0.0,0.0,0.0,0,CO,0
"Town of Telluride, dba: Galloping Goose",88226,494785.0,0.0,1008031.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1502816.0,0.0,0.0,0.0,0.0,0.0,0.0,71197.0,9244.0,196384.0,0.0,0.0,0.0,0.0,0.0,Telluride,CO,0
"Town of Avon, dba: Avon Transit",88228,361805.0,0.0,943486.0,155888.0,1575196.0,0.0,393798.0,0.0,7.0,0.0,1461179.0,0.0,0.0,0.0,0.0,0.0,0.0,175864.0,12561.0,459769.0,0.0,0.0,0.0,0.0,0.0,Avon,CO,0
"Bent County, dba: Bent County Transit",88229,334885.0,3000.0,39636.0,13729.0,0.0,0.0,0.0,0.0,10.0,0.0,391250.0,0.0,0.0,0.0,0.0,13729.0,0.0,173673.0,6277.0,28646.0,0.0,0.0,0.0,0.0,0.0,Las Animas,CO,0
Teller Senior Coalition,88230,431812.0,3261.0,3353.0,32403.0,53023.0,0.0,0.0,0.0,18.0,0.0,470829.0,0.0,0.0,0.0,0.0,29990.0,0.0,132785.0,7649.0,7964.0,0.0,0.0,0.0,0.0,0.0,Divide,CO,0
High Valley Transit District,88239,0.0,0.0,10087929.0,0.0,0.0,0.0,911990.0,0.0,50.0,0.0,10087929.0,0.0,0.0,0.0,0.0,0.0,0.0,3135054.0,243957.0,858034.0,0.0,0.0,0.0,0.0,0.0,0,UT,10
"Town of Estes Park, dba: Estes Transit",88281,374844.0,0.0,418857.0,40061.0,397618.0,0.0,81666.0,0.0,6.0,0.0,833762.0,0.0,0.0,0.0,0.0,0.0,0.0,82487.0,6773.0,76269.0,0.0,0.0,0.0,0.0,0.0,Estes Park,CO,0
"Disability Services, Inc., dba: Envida",88288,474203.0,1352709.0,41030.0,139260.0,373915.0,0.0,0.0,405268.0,50.0,0.0,2007202.0,0.0,0.0,0.0,0.0,0.0,0.0,548988.0,26517.0,78276.0,0.0,0.0,0.0,0.0,0.0,Colorado Springs,CO,0
Park County Windrider Transit,88293,94510.0,4807.0,0.0,41924.0,0.0,0.0,0.0,0.0,2.0,0.0,141241.0,0.0,0.0,0.0,0.0,0.0,0.0,33746.0,3335.0,4625.0,0.0,0.0,0.0,0.0,0.0,Livingston,MT,0
"San Miguel Authority for Regional Transportation, dba: SMART",88294,267936.0,0.0,918553.0,61842.0,0.0,0.0,0.0,0.0,45.0,0.0,1248331.0,0.0,0.0,0.0,0.0,61842.0,0.0,244951.0,14049.0,68680.0,0.0,0.0,0.0,0.0,0.0,Telluride,CO,0
Butte Silver Bow COA,88296,41761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41761.0,0.0,0.0,0.0,0.0,0.0,0.0,13759.0,1640.0,6898.0,0.0,0.0,0.0,0.0,0.0,Butte,MT,0
"Community Transit of Watertown/Sisseton, Inc.",88297,1541824.0,137301.0,38956.0,496373.0,21866.0,0.0,5467.0,0.0,50.0,0.0,2214454.0,0.0,0.0,0.0,0.0,403882.0,0.0,699251.0,61518.0,171342.0,0.0,0.0,0.0,0.0,0.0,Watertown,SD,0
"Vail, Town of",88298,1789613.0,0.0,4743027.0,0.0,0.0,0.0,341429.0,0.0,54.0,0.0,6532640.0,0.0,0.0,0.0,0.0,0.0,0.0,760840.0,66679.0,2299325.0,0.0,0.0,0.0,0.0,0.0,Vail,CO,0
"Clear Creek County, dba: Roundabout Transit Solution",88299,199631.0,0.0,292927.0,62.0,42760.0,0.0,0.0,0.0,3.0,0.0,492620.0,0.0,0.0,0.0,0.0,62.0,0.0,148878.0,5245.0,14965.0,0.0,0.0,0.0,0.0,0.0,Georgetown,CO,0
Red Lodge Area Community Foundation,88303,59660.0,0.0,81084.0,16257.0,0.0,0.0,0.0,0.0,2.0,0.0,157001.0,0.0,0.0,0.0,0.0,0.0,0.0,44435.0,1620.0,1091.0,0.0,0.0,0.0,0.0,0.0,Red Lodge,MT,0
Regional Transportation Commission of Washoe County,90001,17310121.0,500773.0,14280244.0,6686371.0,9359356.0,0.0,4107353.0,0.0,1684.0,7854817.0,36581440.0,16119883.0,4106061.0,1895352.0,14460144.0,5968057.0,295.08,7613393.0,360478.0,4389202.0,36794440.0,1346.0,0.0,0.0,293.0,Reno,NV,18
"City and County of Honolulu, dba: City & County of Honolulu DTS",90002,113004174.0,0.0,135984108.0,34025666.0,90877802.0,189174757.0,18772011.0,855683.0,3415.0,28104136.0,281319898.0,172295402.0,50007792.0,6574724.0,52441980.0,33513093.0,1069.68,24274646.0,1814996.0,35759528.0,173240323.0,1212.0,0.0,0.0,1032.7,Honolulu,HI,11
San Francisco Bay Area Rapid Transit District,90003,451593103.0,53797438.0,238878891.0,166098347.0,223958435.0,41246627.0,464056501.0,0.0,2320.0,81330845.0,685894226.0,297759131.0,131212356.0,104967552.0,151955187.0,135817489.0,263.1,78554914.0,2486029.0,38224072.0,523379462.0,1095.0,0.0,0.0,0.0,Oakland,CA,2
Golden Empire Transit District,90004,22685830.0,0.0,7289425.0,6231805.0,14671694.0,5184498.0,5362518.0,0.0,182.0,4098763.0,34015271.0,18795051.0,5584975.0,1491217.0,8144028.0,3479541.0,357.0,3758507.0,292325.0,3201046.0,11363608.0,726.0,0.0,0.0,357.0,Bakersfield,CA,13
Navajo Nation,90005,1967294.0,0.0,71438.0,0.0,359237.0,0.0,2000.0,0.0,18.0,0.0,2038732.0,0.0,0.0,0.0,0.0,0.0,0.0,452069.0,12992.0,44275.0,0.0,0.0,0.0,0.0,0.0,Fort Defiance,AZ,0
